城市代码	城市	上级代码	简称	级别	区电话	邮编	拼音
370481	滕州市	370400	滕州	3	0632	277500	Tengzhou	
370500	东营市	370000	东营	2	0546	257093	Dongying	
370502	东营区	370500	东营	3	0546	257029	Dongying	
370503	河口区	370500	河口	3	0546	257200	Hekou	
370521	垦利县	370500	垦利	3	0546	257500	Kenli	
370522	利津县	370500	利津	3	0546	257400	Lijin	
370523	广饶县	370500	广饶	3	0546	257300	Guangrao	
370600	烟台市	370000	烟台	2	0635	264010	Yantai	
370602	芝罘区	370600	芝罘	3	0635	264001	Zhifu	
370611	福山区	370600	福山	3	0635	265500	Fushan	
370612	牟平区	370600	牟平	3	0635	264100	Muping	
370613	莱山区	370600	莱山	3	0635	264600	Laishan	
370634	长岛县	370600	长岛	3	0635	265800	Changdao	
370681	龙口市	370600	龙口	3	0635	265700	Longkou	
370682	莱阳市	370600	莱阳	3	0635	265200	Laiyang	
370683	莱州市	370600	莱州	3	0635	261400	Laizhou	
370684	蓬莱市	370600	蓬莱	3	0635	265600	Penglai	
370685	招远市	370600	招远	3	0635	265400	Zhaoyuan	
370686	栖霞市	370600	栖霞	3	0635	265300	Qixia	
370687	海阳市	370600	海阳	3	0635	265100	Haiyang	
370700	潍坊市	370000	潍坊	2	0536	261041	Weifang	
370702	潍城区	370700	潍城	3	0536	261021	Weicheng	
370703	寒亭区	370700	寒亭	3	0536	261100	Hanting	
370704	坊子区	370700	坊子	3	0536	261200	Fangzi	
370705	奎文区	370700	奎文	3	0536	261031	Kuiwen	
370724	临朐县	370700	临朐	3	0536	262600	Linqu	
370725	昌乐县	370700	昌乐	3	0536	262400	Changle	
370781	青州市	370700	青州	3	0536	262500	Qingzhou	
370782	诸城市	370700	诸城	3	0536	262200	Zhucheng	
370783	寿光市	370700	寿光	3	0536	262700	Shouguang	
370784	安丘市	370700	安丘	3	0536	262100	Anqiu	
370785	高密市	370700	高密	3	0536	261500	Gaomi	
370786	昌邑市	370700	昌邑	3	0536	261300	Changyi	
370800	济宁市	370000	济宁	2	0537	272119	Jining	
370811	任城区	370800	任城	3	0537	272113	Rencheng	
370812	兖州区	370800	兖州	3	0537	272000	Yanzhou 	
370826	微山县	370800	微山	3	0537	277600	Weishan	
370827	鱼台县	370800	鱼台	3	0537	272300	Yutai	
370828	金乡县	370800	金乡	3	0537	272200	Jinxiang	
370829	嘉祥县	370800	嘉祥	3	0537	272400	Jiaxiang	
370830	汶上县	370800	汶上	3	0537	272501	Wenshang	
370831	泗水县	370800	泗水	3	0537	273200	Sishui	
370832	梁山县	370800	梁山	3	0537	272600	Liangshan	
370881	曲阜市	370800	曲阜	3	0537	273100	Qufu	
370883	邹城市	370800	邹城	3	0537	273500	Zoucheng	
370900	泰安市	370000	泰安	2	0538	271000	Tai'an	
370902	泰山区	370900	泰山	3	0538	271000	Taishan	
370911	岱岳区	370900	岱岳	3	0538	271000	Daiyue	
370921	宁阳县	370900	宁阳	3	0538	271400	Ningyang	
370923	东平县	370900	东平	3	0538	271500	Dongping	
370982	新泰市	370900	新泰	3	0538	271200	Xintai	
370983	肥城市	370900	肥城	3	0538	271600	Feicheng	
371000	威海市	370000	威海	2	0631	264200	Weihai	
371002	环翠区	371000	环翠	3	0631	264200	Huancui	
371003	文登区	371000	文登	3	0631	266440	Wendeng	
371082	荣成市	371000	荣成	3	0631	264300	Rongcheng	
371083	乳山市	371000	乳山	3	0631	264500	Rushan	
371100	日照市	370000	日照	2	0633	276800	Rizhao	
371102	东港区	371100	东港	3	0633	276800	Donggang	
371103	岚山区	371100	岚山	3	0633	276808	Lanshan	
371121	五莲县	371100	五莲	3	0633	262300	Wulian	
371122	莒县	371100	莒县	3	0633	276500	Juxian	
371200	莱芜市	370000	莱芜	2	0634	271100	Laiwu	
371202	莱城区	371200	莱城	3	0634	271199	Laicheng	
371203	钢城区	371200	钢城	3	0634	271100	Gangcheng	
371300	临沂市	370000	临沂	2	0539	253000	Linyi	
371302	兰山区	371300	兰山	3	0539	276002	Lanshan	
371311	罗庄区	371300	罗庄	3	0539	276022	Luozhuang	
371312	河东区	371300	河东	3	0539	276034	Hedong	
371321	沂南县	371300	沂南	3	0539	276300	Yinan	
371322	郯城县	371300	郯城	3	0539	276100	Tancheng	
371323	沂水县	371300	沂水	3	0539	276400	Yishui	
371324	兰陵县	371300	兰陵	3	0539	277700	Lanling	
371325	费县	371300	费县	3	0539	273400	Feixian	
371326	平邑县	371300	平邑	3	0539	273300	Pingyi	
371327	莒南县	371300	莒南	3	0539	276600	Junan	
371328	蒙阴县	371300	蒙阴	3	0539	276200	Mengyin	
371329	临沭县	371300	临沭	3	0539	276700	Linshu	
371400	德州市	370000	德州	2	0534	253000	Dezhou	
371402	德城区	371400	德城	3	0534	253012	Decheng	
371403	陵城区	371400	陵城	3	0534	253500	Lingcheng	
371422	宁津县	371400	宁津	3	0534	253400	Ningjin	
371423	庆云县	371400	庆云	3	0534	253700	Qingyun	
371424	临邑县	371400	临邑	3	0534	251500	Linyi	
371425	齐河县	371400	齐河	3	0534	251100	Qihe	
371426	平原县	371400	平原	3	0534	253100	Pingyuan	
371427	夏津县	371400	夏津	3	0534	253200	Xiajin	
371428	武城县	371400	武城	3	0534	253300	Wucheng	
371481	乐陵市	371400	乐陵	3	0534	253600	Leling	
371482	禹城市	371400	禹城	3	0534	251200	Yucheng	
371500	聊城市	370000	聊城	2	0635	252052	Liaocheng	
371502	东昌府区	371500	东昌府	3	0635	252000	Dongchangfu	
371521	阳谷县	371500	阳谷	3	0635	252300	Yanggu	
371522	莘县	371500	莘县	3	0635	252400	Shenxian	
371523	茌平县	371500	茌平	3	0635	252100	Chiping	
371524	东阿县	371500	东阿	3	0635	252200	Dong'e	
371525	冠县	371500	冠县	3	0635	252500	Guanxian	
371526	高唐县	371500	高唐	3	0635	252800	Gaotang	
371581	临清市	371500	临清	3	0635	252600	Linqing	
371600	滨州市	370000	滨州	2	0543	256619	Binzhou	
371602	滨城区	371600	滨城	3	0543	256613	Bincheng	
371603	沾化区	371600	沾化	3	0543	256800	Zhanhua	
371621	惠民县	371600	惠民	3	0543	251700	Huimin	
371622	阳信县	371600	阳信	3	0543	251800	Yangxin	
371623	无棣县	371600	无棣	3	0543	251900	Wudi	
371625	博兴县	371600	博兴	3	0543	256500	Boxing	
371626	邹平县	371600	邹平	3	0543	256200	Zouping	
371627	北海新区	371600	北海新区	3	0543	256200	Beihaixinqu	
371700	菏泽市	370000	菏泽	2	0530	274020	Heze	
371702	牡丹区	371700	牡丹	3	0530	274009	Mudan	
371721	曹县	371700	曹县	3	0530	274400	Caoxian	
371722	单县	371700	单县	3	0530	273700	Shanxian	
371723	成武县	371700	成武	3	0530	274200	Chengwu	
371724	巨野县	371700	巨野	3	0530	274900	Juye	
371725	郓城县	371700	郓城	3	0530	274700	Yuncheng	
371726	鄄城县	371700	鄄城	3	0530	274600	Juancheng	
371727	定陶县	371700	定陶	3	0530	274100	Dingtao	
371728	东明县	371700	东明	3	0530	274500	Dongming	
410000	河南省	100000	河南	1		Henan	
410100	郑州市	410000	郑州	2	0371	450000	Zhengzhou	
410102	中原区	410100	中原	3	0371	450007	Zhongyuan	
410103	二七区	410100	二七	3	0371	450052	Erqi	
410104	管城回族区	410100	管城	3	0371	450000	Guancheng	
410105	金水区	410100	金水	3	0371	450003	Jinshui	
410106	上街区	410100	上街	3	0371	450041	Shangjie	
410108	惠济区	410100	惠济	3	0371	450053	Huiji	
410122	中牟县	410100	中牟	3	0371	451450	Zhongmu	
410181	巩义市	410100	巩义	3	0371	451200	Gongyi	
410182	荥阳市	410100	荥阳	3	0371	450100	Xingyang	
410183	新密市	410100	新密	3	0371	452300	Xinmi	
410184	新郑市	410100	新郑	3	0371	451100	Xinzheng	
410185	登封市	410100	登封	3	0371	452470	Dengfeng	
410200	开封市	410000	开封	2	0378	475001	Kaifeng	
410202	龙亭区	410200	龙亭	3	0378	475100	Longting	
410203	顺河回族区	410200	顺河	3	0378	475000	Shunhe	
410204	鼓楼区	410200	鼓楼	3	0378	475000	Gulou	
410205	禹王台区	410200	禹王台	3	0378	475003	Yuwangtai	
410212	祥符区	410200	祥符	3	0378	475100	Xiangfu	
410221	杞县	410200	杞县	3	0378	475200	Qixian	
410222	通许县	410200	通许	3	0378	475400	Tongxu	
410223	尉氏县	410200	尉氏	3	0378	475500	Weishi	
410225	兰考县	410200	兰考	3	0378	475300	Lankao	
410300	洛阳市	410000	洛阳	2	0379	471000	Luoyang	
410302	老城区	410300	老城	3	0379	471002	Laocheng	
410303	西工区	410300	西工	3	0379	471000	Xigong	
410304	瀍河回族区	410300	瀍河	3	0379	471002	Chanhe	
410305	涧西区	410300	涧西	3	0379	471003	Jianxi	
410306	吉利区	410300	吉利	3	0379	471012	Jili	
410311	洛龙区	410300	洛龙	3	0379	471000	Luolong	
410322	孟津县	410300	孟津	3	0379	471100	Mengjin	
410323	新安县	410300	新安	3	0379	471800	Xin'an	
410324	栾川县	410300	栾川	3	0379	471500	Luanchuan	
410325	嵩县	410300	嵩县	3	0379	471400	Songxian	
410326	汝阳县	410300	汝阳	3	0379	471200	Ruyang	
410327	宜阳县	410300	宜阳	3	0379	471600	Yiyang	
410328	洛宁县	410300	洛宁	3	0379	471700	Luoning	
410329	伊川县	410300	伊川	3	0379	471300	Yichuan	
410381	偃师市	410300	偃师	3	0379	471900	Yanshi	
410400	平顶山市	410000	平顶山	2	0375	467000	Pingdingshan	
410402	新华区	410400	新华	3	0375	467002	Xinhua	
410403	卫东区	410400	卫东	3	0375	467021	Weidong	
410404	石龙区	410400	石龙	3	0375	467045	Shilong	
410411	湛河区	410400	湛河	3	0375	467000	Zhanhe	
410421	宝丰县	410400	宝丰	3	0375	467400	Baofeng	
410422	叶县	410400	叶县	3	0375	467200	Yexian	
410423	鲁山县	410400	鲁山	3	0375	467300	Lushan	
410425	郏县	410400	郏县	3	0375	467100	Jiaxian	
410481	舞钢市	410400	舞钢	3	0375	462500	Wugang	
410482	汝州市	410400	汝州	3	0375	467500	Ruzhou	
410500	安阳市	410000	安阳	2	0372	455000	Anyang	
410502	文峰区	410500	文峰	3	0372	455000	Wenfeng	
410503	北关区	410500	北关	3	0372	455001	Beiguan	
410505	殷都区	410500	殷都	3	0372	455004	Yindu	
410506	龙安区	410500	龙安	3	0372	455001	Long'an	
410522	安阳县	410500	安阳	3	0372	455000	Anyang	
410523	汤阴县	410500	汤阴	3	0372	456150	Tangyin	
410526	滑县	410500	滑县	3	0372	456400	Huaxian	
410527	内黄县	410500	内黄	3	0372	456350	Neihuang	
410581	林州市	410500	林州	3	0372	456550	Linzhou	
410600	鹤壁市	410000	鹤壁	2	0392	458030	Hebi	
410602	鹤山区	410600	鹤山	3	0392	458010	Heshan	
410603	山城区	410600	山城	3	0392	458000	Shancheng	
410611	淇滨区	410600	淇滨	3	0392	458000	Qibin	
410621	浚县	410600	浚县	3	0392	456250	Xunxian	
410622	淇县	410600	淇县	3	0392	456750	Qixian	
410700	新乡市	410000	新乡	2	0373	453000	Xinxiang	
410702	红旗区	410700	红旗	3	0373	453000	Hongqi	
410703	卫滨区	410700	卫滨	3	0373	453000	Weibin	
410704	凤泉区	410700	凤泉	3	0373	453011	Fengquan	
410711	牧野区	410700	牧野	3	0373	453002	Muye	
410721	新乡县	410700	新乡	3	0373	453700	Xinxiang	
410724	获嘉县	410700	获嘉	3	0373	453800	Huojia	
410725	原阳县	410700	原阳	3	0373	453500	Yuanyang	
410726	延津县	410700	延津	3	0373	453200	Yanjin	
410727	封丘县	410700	封丘	3	0373	453300	Fengqiu	
410728	长垣县	410700	长垣	3	0373	453400	Changyuan	
410781	卫辉市	410700	卫辉	3	0373	453100	Weihui	
410782	辉县市	410700	辉县	3	0373	453600	Huixian	
410800	焦作市	410000	焦作	2	0391	454002	Jiaozuo	
410802	解放区	410800	解放	3	0391	454000	Jiefang	
410803	中站区	410800	中站	3	0391	454191	Zhongzhan	
410804	马村区	410800	马村	3	0391	454171	Macun	
410811	山阳区	410800	山阳	3	0391	454002	Shanyang	
410821	修武县	410800	修武	3	0391	454350	Xiuwu	
410822	博爱县	410800	博爱	3	0391	454450	Boai	
410823	武陟县	410800	武陟	3	0391	454950	Wuzhi	
410825	温县	410800	温县	3	0391	454850	Wenxian	
410882	沁阳市	410800	沁阳	3	0391	454550	Qinyang	
410883	孟州市	410800	孟州	3	0391	454750	Mengzhou	
410900	濮阳市	410000	濮阳	2	0393	457000	Puyang	
410902	华龙区	410900	华龙	3	0393	457001	Hualong	
410922	清丰县	410900	清丰	3	0393	457300	Qingfeng	
410923	南乐县	410900	南乐	3	0393	457400	Nanle	
410926	范县	410900	范县	3	0393	457500	Fanxian	
410927	台前县	410900	台前	3	0393	457600	Taiqian	
410928	濮阳县	410900	濮阳	3	0393	457100	Puyang	
411000	许昌市	410000	许昌	2	0374	461000	Xuchang	
411002	魏都区	411000	魏都	3	0374	461000	Weidu	
411023	许昌县	411000	许昌	3	0374	461100	Xuchang	
411024	鄢陵县	411000	鄢陵	3	0374	461200	Yanling	
411025	襄城县	411000	襄城	3	0374	461700	Xiangcheng	
411081	禹州市	411000	禹州	3	0374	461670	Yuzhou	
411082	长葛市	411000	长葛	3	0374	461500	Changge	
411100	漯河市	410000	漯河	2	0395	462000	Luohe	
411102	源汇区	411100	源汇	3	0395	462000	Yuanhui	
411103	郾城区	411100	郾城	3	0395	462300	Yancheng	
411104	召陵区	411100	召陵	3	0395	462300	Zhaoling	
411121	舞阳县	411100	舞阳	3	0395	462400	Wuyang	
411122	临颍县	411100	临颍	3	0395	462600	Linying	
411200	三门峡市	410000	三门峡	2	0398	472000	Sanmenxia	
411202	湖滨区	411200	湖滨	3	0398	472000	Hubin	
411221	渑池县	411200	渑池	3	0398	472400	Mianchi	
411222	陕县	411200	陕县	3	0398	472100	Shanxian	
411224	卢氏县	411200	卢氏	3	0398	472200	Lushi	
411281	义马市	411200	义马	3	0398	472300	Yima	
411282	灵宝市	411200	灵宝	3	0398	472500	Lingbao	
411300	南阳市	410000	南阳	2	0377	473002	Nanyang	
411302	宛城区	411300	宛城	3	0377	473001	Wancheng	
411303	卧龙区	411300	卧龙	3	0377	473003	Wolong	
411321	南召县	411300	南召	3	0377	474650	Nanzhao	
411322	方城县	411300	方城	3	0377	473200	Fangcheng	
411323	西峡县	411300	西峡	3	0377	474550	Xixia	
411324	镇平县	411300	镇平	3	0377	474250	Zhenping	
411325	内乡县	411300	内乡	3	0377	474350	Neixiang	
411326	淅川县	411300	淅川	3	0377	474450	Xichuan	
411327	社旗县	411300	社旗	3	0377	473300	Sheqi	
411328	唐河县	411300	唐河	3	0377	473400	Tanghe	
411329	新野县	411300	新野	3	0377	473500	Xinye	
411330	桐柏县	411300	桐柏	3	0377	474750	Tongbai	
411381	邓州市	411300	邓州	3	0377	474150	Dengzhou	
411400	商丘市	410000	商丘	2	0370	476000	Shangqiu	
411402	梁园区	411400	梁园	3	0370	476000	Liangyuan	
411403	睢阳区	411400	睢阳	3	0370	476100	Suiyang	
411421	民权县	411400	民权	3	0370	476800	Minquan	
411422	睢县	411400	睢县	3	0370	476900	Suixian	
411423	宁陵县	411400	宁陵	3	0370	476700	Ningling	
411424	柘城县	411400	柘城	3	0370	476200	Zhecheng	
411425	虞城县	411400	虞城	3	0370	476300	Yucheng	
411426	夏邑县	411400	夏邑	3	0370	476400	Xiayi	
411481	永城市	411400	永城	3	0370	476600	Yongcheng	
411500	信阳市	410000	信阳	2	0376	464000	Xinyang	
411502	浉河区	411500	浉河	3	0376	464000	Shihe	
411503	平桥区	411500	平桥	3	0376	464100	Pingqiao	
411521	罗山县	411500	罗山	3	0376	464200	Luoshan	
411522	光山县	411500	光山	3	0376	465450	Guangshan	
411523	新县	411500	新县	3	0376	465550	Xinxian	
411524	商城县	411500	商城	3	0376	465350	Shangcheng	
411525	固始县	411500	固始	3	0376	465250	Gushi	
411526	潢川县	411500	潢川	3	0376	465150	Huangchuan	
411527	淮滨县	411500	淮滨	3	0376	464400	Huaibin	
411528	息县	411500	息县	3	0376	464300	Xixian	
411600	周口市	410000	周口	2	0394	466000	Zhoukou	
411602	川汇区	411600	川汇	3	0394	466000	Chuanhui	
411621	扶沟县	411600	扶沟	3	0394	461300	Fugou	
411622	西华县	411600	西华	3	0394	466600	Xihua	
411623	商水县	411600	商水	3	0394	466100	Shangshui	
411624	沈丘县	411600	沈丘	3	0394	466300	Shenqiu	
411625	郸城县	411600	郸城	3	0394	477150	Dancheng	
411626	淮阳县	411600	淮阳	3	0394	466700	Huaiyang	
411627	太康县	411600	太康	3	0394	461400	Taikang	
411628	鹿邑县	411600	鹿邑	3	0394	477200	Luyi	
411681	项城市	411600	项城	3	0394	466200	Xiangcheng	
411700	驻马店市	410000	驻马店	2	0396	463000	Zhumadian	
411702	驿城区	411700	驿城	3	0396	463000	Yicheng	
411721	西平县	411700	西平	3	0396	463900	Xiping	
411722	上蔡县	411700	上蔡	3	0396	463800	Shangcai	
411723	平舆县	411700	平舆	3	0396	463400	Pingyu	
411724	正阳县	411700	正阳	3	0396	463600	Zhengyang	
411725	确山县	411700	确山	3	0396	463200	Queshan	
411726	泌阳县	411700	泌阳	3	0396	463700	Biyang	
411727	汝南县	411700	汝南	3	0396	463300	Runan	
411728	遂平县	411700	遂平	3	0396	463100	Suiping	
411729	新蔡县	411700	新蔡	3	0396	463500	Xincai	
419000	直辖县级	410000	 	2	
419001	济源市	419000	济源	3	0391	454650	Jiyuan	
420000	湖北省	100000	湖北	1		Hubei	
420100	武汉市	420000	武汉	2		430014	Wuhan	
420102	江岸区	420100	江岸	3	027	430014	Jiang'an	
420103	江汉区	420100	江汉	3	027	430021	Jianghan	
420104	硚口区	420100	硚口	3	027	430033	Qiaokou	
420105	汉阳区	420100	汉阳	3	027	430050	Hanyang	
420106	武昌区	420100	武昌	3	027	430061	Wuchang	
420107	青山区	420100	青山	3	027	430080	Qingshan	
420111	洪山区	420100	洪山	3	027	430070	Hongshan	
420112	东西湖区	420100	东西湖	3	027	430040	Dongxihu	
420113	汉南区	420100	汉南	3	027	430090	Hannan	
420114	蔡甸区	420100	蔡甸	3	027	430100	Caidian	
420115	江夏区	420100	江夏	3	027	430200	Jiangxia	
420116	黄陂区	420100	黄陂	3	027	432200	Huangpi	
420117	新洲区	420100	新洲	3	027	431400	Xinzhou	
420200	黄石市	420000	黄石	2	0714	435003	Huangshi	
420202	黄石港区	420200	黄石港	3	0714	435000	Huangshigang	
420203	西塞山区	420200	西塞山	3	0714	435001	Xisaishan	
420204	下陆区	420200	下陆	3	0714	435005	Xialu	
420205	铁山区	420200	铁山	3	0714	435006	Tieshan	
420222	阳新县	420200	阳新	3	0714	435200	Yangxin	
420281	大冶市	420200	大冶	3	0714	435100	Daye	
420300	十堰市	420000	十堰	2	0719	442000	Shiyan	
420302	茅箭区	420300	茅箭	3	0719	442012	Maojian	
420303	张湾区	420300	张湾	3	0719	442001	Zhangwan	
420304	郧阳区	420300	郧阳	3	0719	442500	Yunyang	
420322	郧西县	420300	郧西	3	0719	442600	Yunxi	
420323	竹山县	420300	竹山	3	0719	442200	Zhushan	
420324	竹溪县	420300	竹溪	3	0719	442300	Zhuxi	
420325	房县	420300	房县	3	0719	442100	Fangxian	
420381	丹江口市	420300	丹江口	3	0719	442700	Danjiangkou	
420500	宜昌市	420000	宜昌	2	0717	443000	Yichang	
420502	西陵区	420500	西陵	3	0717	443000	Xiling	
420503	伍家岗区	420500	伍家岗	3	0717	443001	Wujiagang	
420504	点军区	420500	点军	3	0717	443006	Dianjun	
420505	猇亭区	420500	猇亭	3	0717	443007	Xiaoting	
420506	夷陵区	420500	夷陵	3	0717	443100	Yiling	
420525	远安县	420500	远安	3	0717	444200	Yuan'an	
420526	兴山县	420500	兴山	3	0717	443711	Xingshan	
420527	秭归县	420500	秭归	3	0717	443600	Zigui	
420528	长阳土家族自治县	420500	长阳	3	0717	443500	Changyang	
420529	五峰土家族自治县	420500	五峰	3	0717	443413	Wufeng	
420581	宜都市	420500	宜都	3	0717	443300	Yidu	
420582	当阳市	420500	当阳	3	0717	444100	Dangyang	
420583	枝江市	420500	枝江	3	0717	443200	Zhijiang	
420600	襄阳市	420000	襄阳	2	0710	441021	Xiangyang	
420602	襄城区	420600	襄城	3	0710	441021	Xiangcheng	
420606	樊城区	420600	樊城	3	0710	441001	Fancheng	
420607	襄州区	420600	襄州	3	0710	441100	Xiangzhou	
420624	南漳县	420600	南漳	3	0710	441500	Nanzhang	
420625	谷城县	420600	谷城	3	0710	441700	Gucheng	
420626	保康县	420600	保康	3	0710	441600	Baokang	
420682	老河口市	420600	老河口	3	0710	441800	Laohekou	
420683	枣阳市	420600	枣阳	3	0710	441200	Zaoyang	
420684	宜城市	420600	宜城	3	0710	441400	Yicheng	
420700	鄂州市	420000	鄂州	2	0711	436000	Ezhou	
420702	梁子湖区	420700	梁子湖	3	0711	436064	Liangzihu	
